,noc,season,year,athletes,athletes_female_percentage,avg_age,agv_height,avg_weight,prev_medals,prev_gold_medals,sports,events,total_medals
0,CHN,Summer,1932,1,0.0,22.0,175.0,70.0,,,1,2,0
1,CHN,Summer,1936,54,0.037037037037037035,24.0,175.0,69.0,0.0,0.0,7,27,0
2,CHN,Summer,1948,31,0.03225806451612903,26.0,175.0,70.0,0.0,0.0,6,12,0
3,CHN,Summer,1952,1,0.0,23.0,175.0,70.0,0.0,0.0,1,1,0
4,CHN,Summer,1984,215,0.386046511627907,23.0,173.0,66.0,,,19,105,32
5,CHN,Summer,1988,273,0.4542124542124542,23.0,172.0,66.0,32.0,15.0,25,150,28
6,CHN,Summer,1992,244,0.5204918032786885,23.0,171.0,66.0,28.0,5.0,23,144,53
7,CHN,Summer,1996,294,0.6224489795918368,23.0,171.0,66.0,53.0,16.0,25,155,50
8,CHN,Summer,2000,271,0.6642066420664207,23.0,171.0,65.0,50.0,16.0,28,163,58
9,CHN,Summer,2004,383,0.6449086161879896,23.0,173.0,67.0,58.0,28.0,31,204,63
10,CHN,Summer,2008,599,0.48247078464106846,24.0,177.0,70.0,63.0,32.0,34,257,100
11,CHN,Summer,2012,375,0.5733333333333334,24.0,176.0,69.0,100.0,51.0,29,206,88
12,CHN,Summer,2016,392,0.6147959183673469,24.0,175.0,68.0,88.0,38.0,32,209,70
13,DEN,Summer,1896,3,0.0,26.0,175.0,70.0,,,5,12,6
14,DEN,Summer,1900,13,0.0,32.0,175.0,70.0,6.0,1.0,5,14,7
15,DEN,Summer,1906,49,0.0,25.0,175.0,70.0,,,8,24,6
16,DEN,Summer,1908,78,0.0,26.0,175.0,71.0,6.0,3.0,8,27,5
17,DEN,Summer,1912,152,0.006578947368421052,28.0,175.0,70.0,5.0,0.0,13,46,12
18,DEN,Summer,1920,154,0.025974025974025976,29.0,175.0,70.0,12.0,1.0,14,66,13
19,DEN,Summer,1924,89,0.1348314606741573,31.0,175.0,70.0,13.0,3.0,13,60,11
20,DEN,Summer,1928,91,0.0989010989010989,30.0,175.0,70.0,11.0,2.0,14,55,9
21,DEN,Summer,1932,43,0.18604651162790697,39.0,173.0,70.0,9.0,3.0,9,34,8
22,DEN,Summer,1936,121,0.1322314049586777,26.0,175.0,70.0,8.0,0.0,14,71,5
23,DEN,Summer,1948,162,0.1111111111111111,29.0,175.0,71.0,5.0,0.0,17,83,22
24,DEN,Summer,1952,129,0.10852713178294573,29.0,176.0,71.0,22.0,5.0,15,73,6
25,DEN,Summer,1956,37,0.16216216216216217,31.0,177.0,72.0,6.0,2.0,11,29,4
26,DEN,Summer,1960,100,0.12,26.0,176.0,71.0,4.0,1.0,15,46,6
27,DEN,Summer,1964,60,0.11666666666666667,25.0,178.0,73.0,6.0,2.0,10,40,6
28,DEN,Summer,1968,64,0.0625,27.0,177.0,72.0,6.0,2.0,11,53,8
29,DEN,Summer,1972,126,0.09523809523809523,27.0,181.0,75.0,8.0,1.0,17,73,1
30,DEN,Summer,1976,66,0.15151515151515152,27.0,178.0,72.0,1.0,1.0,15,40,3
31,DEN,Summer,1980,58,0.05172413793103448,27.0,182.0,79.0,3.0,1.0,13,30,5
32,DEN,Summer,1984,60,0.18333333333333332,26.0,183.0,78.0,5.0,2.0,11,33,6
33,DEN,Summer,1988,78,0.2692307692307692,24.0,182.0,74.0,6.0,0.0,15,73,4
34,DEN,Summer,1992,110,0.3,25.0,179.0,73.0,4.0,2.0,14,67,6
35,DEN,Summer,1996,119,0.5462184873949579,26.0,178.0,72.0,6.0,1.0,14,66,6
36,DEN,Summer,2000,97,0.4536082474226804,28.0,180.0,74.0,6.0,4.0,16,55,6
37,DEN,Summer,2004,92,0.4782608695652174,28.0,179.0,72.0,6.0,2.0,16,59,8
38,DEN,Summer,2008,84,0.23809523809523808,27.0,184.0,78.0,8.0,2.0,16,62,7
39,DEN,Summer,2012,114,0.42105263157894735,27.0,181.0,75.0,7.0,2.0,17,69,9
40,DEN,Summer,2016,119,0.3445378151260504,27.0,181.0,75.0,9.0,2.0,16,67,15
41,NED,Summer,1900,35,0.0,31.0,175.0,70.0,,,7,18,7
42,NED,Summer,1906,16,0.0,26.0,175.0,70.0,,,2,8,3
43,NED,Summer,1908,113,0.0,26.0,176.0,71.0,3.0,0.0,11,45,2
44,NED,Summer,1912,33,0.0,28.0,175.0,70.0,2.0,0.0,7,14,3
45,NED,Summer,1920,130,0.007692307692307693,32.0,176.0,71.0,3.0,0.0,15,58,11
46,NED,Summer,1924,177,0.05084745762711865,30.0,175.0,70.0,11.0,4.0,17,81,11
47,NED,Summer,1928,266,0.16541353383458646,31.0,176.0,70.0,11.0,4.0,17,103,23
48,NED,Summer,1932,46,0.32608695652173914,38.0,176.0,71.0,23.0,8.0,9,29,8
49,NED,Summer,1936,165,0.12727272727272726,32.0,176.0,71.0,8.0,2.0,15,75,17
50,NED,Summer,1948,149,0.22818791946308725,29.0,176.0,71.0,17.0,6.0,18,74,16
51,NED,Summer,1952,104,0.25,26.0,175.0,71.0,16.0,5.0,14,57,5
52,NED,Summer,1956,1,0.0,67.0,175.0,70.0,5.0,0.0,1,1,0
53,NED,Summer,1960,110,0.2727272727272727,23.0,175.0,70.0,0.0,0.0,13,54,3
54,NED,Summer,1964,125,0.16,24.0,180.0,76.0,3.0,0.0,12,57,10
55,NED,Summer,1968,107,0.2336448598130841,24.0,179.0,75.0,10.0,2.0,11,52,7
56,NED,Summer,1972,119,0.24369747899159663,23.0,178.0,72.0,7.0,3.0,16,72,5
57,NED,Summer,1976,108,0.3333333333333333,23.0,176.0,69.0,5.0,3.0,11,58,5
58,NED,Summer,1980,75,0.24,24.0,183.0,78.0,5.0,0.0,10,56,3
59,NED,Summer,1984,136,0.39705882352941174,25.0,180.0,73.0,3.0,0.0,15,74,13
60,NED,Summer,1988,147,0.3673469387755102,26.0,181.0,75.0,13.0,5.0,17,86,9
61,NED,Summer,1992,201,0.417910447761194,26.0,181.0,74.0,9.0,2.0,20,105,15
62,NED,Summer,1996,239,0.42677824267782427,27.0,182.0,76.0,15.0,2.0,19,94,19
63,NED,Summer,2000,231,0.36363636363636365,28.0,182.0,76.0,19.0,4.0,21,95,25
64,NED,Summer,2004,210,0.3619047619047619,27.0,182.0,76.0,25.0,12.0,22,99,22
65,NED,Summer,2008,237,0.41350210970464135,27.0,181.0,76.0,22.0,4.0,20,98,16
66,NED,Summer,2012,173,0.45664739884393063,28.0,180.0,74.0,16.0,7.0,19,95,20
67,NED,Summer,2016,237,0.5569620253164557,27.0,178.0,71.0,20.0,6.0,23,122,19
68,USA,Summer,1896,14,0.0,24.0,178.0,72.0,,,3,16,19
69,USA,Summer,1900,75,0.09333333333333334,25.0,177.0,72.0,19.0,11.0,10,41,54
70,USA,Summer,1904,524,0.011450381679389313,27.0,176.0,71.0,54.0,21.0,18,95,230
71,USA,Summer,1906,38,0.0,25.0,179.0,72.0,230.0,76.0,5,28,23
72,USA,Summer,1908,122,0.0,27.0,179.0,74.0,23.0,12.0,10,52,46
73,USA,Summer,1912,174,0.0,29.0,178.0,72.0,46.0,22.0,11,68,63
74,USA,Summer,1920,288,0.04861111111111111,28.0,177.0,72.0,63.0,26.0,18,113,95
75,USA,Summer,1924,299,0.0802675585284281,27.0,176.0,71.0,95.0,41.0,18,108,99
76,USA,Summer,1928,280,0.15714285714285714,29.0,177.0,71.0,99.0,45.0,15,96,56
77,USA,Summer,1932,474,0.15611814345991562,36.0,176.0,71.0,56.0,22.0,17,122,110
78,USA,Summer,1936,359,0.12813370473537605,28.0,177.0,71.0,110.0,44.0,21,127,57
79,USA,Summer,1948,300,0.12666666666666668,27.0,177.0,72.0,57.0,24.0,19,126,84
80,USA,Summer,1952,286,0.14335664335664336,26.0,177.0,73.0,84.0,38.0,18,133,76
81,USA,Summer,1956,305,0.1540983606557377,25.0,177.0,73.0,76.0,40.0,19,144,74
82,USA,Summer,1960,292,0.17465753424657535,24.0,178.0,72.0,74.0,32.0,17,147,71
83,USA,Summer,1964,346,0.22832369942196531,24.0,178.0,72.0,71.0,34.0,19,159,90
84,USA,Summer,1968,357,0.23249299719887956,24.0,178.0,73.0,90.0,36.0,18,167,107
85,USA,Summer,1972,400,0.21,24.0,178.0,72.0,107.0,45.0,21,185,94
86,USA,Summer,1976,396,0.29797979797979796,23.0,178.0,72.0,94.0,33.0,19,189,94
87,USA,Summer,1984,522,0.3505747126436782,25.0,178.0,72.0,,,25,217,173
88,USA,Summer,1988,527,0.3700189753320683,26.0,178.0,72.0,173.0,82.0,27,230,94
89,USA,Summer,1992,545,0.3486238532110092,26.0,177.0,72.0,94.0,36.0,28,248,108
90,USA,Summer,1996,648,0.4212962962962963,27.0,178.0,73.0,108.0,37.0,31,263,101
91,USA,Summer,2000,586,0.431740614334471,27.0,178.0,74.0,101.0,44.0,31,265,91
92,USA,Summer,2004,533,0.47654784240150094,27.0,178.0,74.0,91.0,36.0,31,254,101
93,USA,Summer,2008,588,0.47959183673469385,27.0,178.0,75.0,101.0,36.0,32,258,110
94,USA,Summer,2012,530,0.5056603773584906,27.0,179.0,75.0,110.0,36.0,31,245,103
95,USA,Summer,2016,555,0.5243243243243243,27.0,179.0,74.0,103.0,46.0,33,245,121
96,FIN,Summer,1906,4,0.0,28.0,178.0,79.0,,,2,11,4
97,FIN,Summer,1908,62,0.0,25.0,177.0,73.0,4.0,2.0,6,23,5
98,FIN,Summer,1912,164,0.012195121951219513,28.0,176.0,71.0,5.0,1.0,10,49,26
99,FIN,Summer,1920,63,0.015873015873015872,32.0,176.0,72.0,26.0,9.0,9,51,34
100,FIN,Summer,1924,121,0.0,30.0,176.0,71.0,34.0,15.0,12,69,37
101,FIN,Summer,1928,69,0.028985507246376812,25.0,175.0,69.0,37.0,14.0,11,48,25
102,FIN,Summer,1932,40,0.0,26.0,175.0,69.0,25.0,8.0,5,36,25
103,FIN,Summer,1936,108,0.046296296296296294,27.0,175.0,70.0,25.0,5.0,14,70,20
104,FIN,Summer,1948,129,0.046511627906976744,32.0,176.0,71.0,20.0,8.0,16,84,22
105,FIN,Summer,1952,258,0.11627906976744186,27.0,175.0,69.0,22.0,8.0,18,139,22
106,FIN,Summer,1956,71,0.014084507042253521,28.0,176.0,71.0,22.0,6.0,15,67,15
107,FIN,Summer,1960,117,0.08547008547008547,26.0,175.0,69.0,15.0,3.0,14,92,5
108,FIN,Summer,1964,89,0.056179775280898875,26.0,177.0,72.0,5.0,1.0,13,64,5
109,FIN,Summer,1968,66,0.09090909090909091,26.0,174.0,71.0,5.0,3.0,13,61,4
110,FIN,Summer,1972,96,0.07291666666666667,27.0,178.0,75.0,4.0,1.0,16,75,8
111,FIN,Summer,1976,83,0.07228915662650602,27.0,181.0,78.0,8.0,3.0,14,63,6
112,FIN,Summer,1980,105,0.05714285714285714,26.0,180.0,76.0,6.0,4.0,16,71,8
113,FIN,Summer,1984,86,0.1511627906976744,27.0,179.0,74.0,8.0,3.0,15,76,12
114,FIN,Summer,1988,78,0.24358974358974358,28.0,178.0,75.0,12.0,4.0,15,66,4
115,FIN,Summer,1992,88,0.3181818181818182,26.0,179.0,74.0,4.0,1.0,16,85,5
116,FIN,Summer,1996,76,0.3815789473684211,27.0,178.0,74.0,5.0,1.0,15,74,4
117,FIN,Summer,2000,70,0.42857142857142855,27.0,177.0,74.0,4.0,1.0,16,64,4
118,FIN,Summer,2004,53,0.32075471698113206,28.0,180.0,79.0,4.0,2.0,12,53,2
119,FIN,Summer,2008,57,0.45614035087719296,28.0,178.0,76.0,2.0,0.0,14,55,4
120,FIN,Summer,2012,56,0.48214285714285715,28.0,176.0,70.0,4.0,1.0,14,61,3
121,FIN,Summer,2016,54,0.5185185185185185,27.0,177.0,71.0,3.0,0.0,17,55,1
122,NOR,Summer,1900,7,0.0,32.0,175.0,70.0,,,2,9,5
123,NOR,Summer,1904,3,0.0,24.0,175.0,70.0,5.0,0.0,2,6,2
124,NOR,Summer,1906,32,0.0,28.0,175.0,71.0,2.0,2.0,3,12,2
125,NOR,Summer,1908,69,0.0,27.0,175.0,71.0,2.0,1.0,7,23,8
126,NOR,Summer,1912,190,0.010526315789473684,28.0,176.0,71.0,8.0,2.0,14,58,10
127,NOR,Summer,1920,193,0.031088082901554404,31.0,176.0,71.0,10.0,4.0,16,72,29
128,NOR,Summer,1924,62,0.03225806451612903,33.0,176.0,71.0,29.0,10.0,10,43,10
129,NOR,Summer,1928,52,0.0,33.0,177.0,73.0,10.0,5.0,9,42,4
130,NOR,Summer,1932,7,0.14285714285714285,30.0,175.0,71.0,4.0,1.0,4,8,0
131,NOR,Summer,1936,70,0.02857142857142857,29.0,177.0,72.0,0.0,0.0,12,43,6
132,NOR,Summer,1948,81,0.04938271604938271,32.0,177.0,72.0,6.0,1.0,12,50,7
133,NOR,Summer,1952,102,0.058823529411764705,30.0,176.0,71.0,7.0,1.0,14,72,5
134,NOR,Summer,1956,22,0.13636363636363635,37.0,177.0,72.0,5.0,3.0,6,18,3
135,NOR,Summer,1960,40,0.025,29.0,178.0,74.0,3.0,1.0,11,39,1
136,NOR,Summer,1964,26,0.07692307692307693,27.0,179.0,73.0,1.0,1.0,6,23,0
137,NOR,Summer,1968,46,0.17391304347826086,23.0,174.0,68.0,0.0,0.0,11,36,2
138,NOR,Summer,1972,112,0.09821428571428571,25.0,178.0,72.0,2.0,1.0,15,70,4
139,NOR,Summer,1976,66,0.09090909090909091,25.0,183.0,79.0,4.0,2.0,11,44,2
140,NOR,Summer,1984,103,0.18446601941747573,25.0,180.0,73.0,,,17,76,3
141,NOR,Summer,1988,69,0.36231884057971014,25.0,179.0,75.0,3.0,0.0,11,42,5
142,NOR,Summer,1992,83,0.3855421686746988,24.0,180.0,74.0,5.0,2.0,17,64,7
143,NOR,Summer,1996,97,0.5670103092783505,26.0,178.0,74.0,7.0,2.0,16,65,7
144,NOR,Summer,2000,93,0.5268817204301075,28.0,178.0,74.0,7.0,2.0,15,54,10
145,NOR,Summer,2004,52,0.3269230769230769,30.0,181.0,79.0,10.0,4.0,12,35,6
146,NOR,Summer,2008,84,0.6428571428571429,29.0,177.0,72.0,6.0,5.0,15,49,9
147,NOR,Summer,2012,61,0.45901639344262296,28.0,180.0,71.0,9.0,3.0,15,46,4
148,NOR,Summer,2016,62,0.532258064516129,27.0,179.0,70.0,4.0,2.0,13,53,4
149,ROU,Summer,1900,1,0.0,23.0,175.0,70.0,,,1,1,0
150,ROU,Summer,1924,35,0.0,26.0,175.0,70.0,,,4,7,1
151,ROU,Summer,1928,21,0.09523809523809523,25.0,175.0,70.0,1.0,0.0,2,16,0
152,ROU,Summer,1932,1,0.0,39.0,175.0,70.0,0.0,0.0,1,1,0
153,ROU,Summer,1936,54,0.037037037037037035,27.0,175.0,70.0,0.0,0.0,9,33,1
154,ROU,Summer,1952,114,0.09649122807017543,25.0,175.0,70.0,,,15,67,4
155,ROU,Summer,1956,50,0.22,24.0,170.0,67.0,4.0,1.0,11,39,13
156,ROU,Summer,1960,98,0.16326530612244897,25.0,169.0,68.0,13.0,5.0,13,65,10
157,ROU,Summer,1964,138,0.21739130434782608,26.0,172.0,69.0,10.0,3.0,13,76,12
158,ROU,Summer,1968,82,0.1951219512195122,26.0,176.0,73.0,12.0,2.0,9,64,15
159,ROU,Summer,1972,159,0.16981132075471697,25.0,175.0,70.0,15.0,4.0,16,102,16
160,ROU,Summer,1976,157,0.34394904458598724,24.0,173.0,69.0,16.0,3.0,11,92,27
161,ROU,Summer,1980,228,0.32456140350877194,25.0,175.0,70.0,27.0,4.0,20,135,25
162,ROU,Summer,1984,124,0.4274193548387097,24.0,171.0,68.0,25.0,6.0,13,86,52
163,ROU,Summer,1988,68,0.5294117647058824,22.0,168.0,64.0,52.0,19.0,10,59,24
164,ROU,Summer,1992,173,0.3930635838150289,23.0,176.0,71.0,24.0,7.0,18,128,18
165,ROU,Summer,1996,165,0.40606060606060607,24.0,174.0,69.0,18.0,4.0,18,122,19
166,ROU,Summer,2000,145,0.5103448275862069,24.0,173.0,68.0,19.0,4.0,16,116,26
167,ROU,Summer,2004,108,0.5370370370370371,25.0,171.0,65.0,26.0,11.0,16,88,19
168,ROU,Summer,2008,101,0.6039603960396039,25.0,171.0,64.0,19.0,8.0,16,80,8
169,ROU,Summer,2012,105,0.47619047619047616,26.0,174.0,72.0,8.0,4.0,15,75,9
170,ROU,Summer,2016,95,0.6421052631578947,27.0,177.0,70.0,9.0,2.0,15,62,4
171,EST,Summer,1920,14,0.0,26.0,175.0,72.0,,,3,19,3
172,EST,Summer,1924,37,0.0,24.0,175.0,71.0,3.0,1.0,5,26,6
173,EST,Summer,1928,20,0.0,26.0,175.0,74.0,6.0,1.0,5,19,5
174,EST,Summer,1932,2,0.0,30.0,171.0,69.0,5.0,2.0,2,3,0
175,EST,Summer,1936,33,0.0,26.0,179.0,78.0,0.0,0.0,8,29,7
176,EST,Summer,1992,37,0.10810810810810811,25.0,183.0,81.0,,,13,35,2
177,EST,Summer,1996,43,0.18604651162790697,28.0,184.0,82.0,2.0,1.0,13,36,0
178,EST,Summer,2000,33,0.06060606060606061,28.0,186.0,85.0,0.0,0.0,11,29,3
179,EST,Summer,2004,42,0.2619047619047619,26.0,184.0,83.0,3.0,1.0,10,34,3
180,EST,Summer,2008,47,0.2765957446808511,26.0,184.0,83.0,3.0,0.0,13,42,2
181,EST,Summer,2012,32,0.28125,28.0,183.0,85.0,2.0,1.0,11,30,2
182,EST,Summer,2016,46,0.391304347826087,28.0,180.0,79.0,2.0,0.0,13,31,1
183,FRA,Summer,1896,12,0.0,21.0,175.0,70.0,,,6,18,11
184,FRA,Summer,1900,720,0.016666666666666666,27.0,175.0,70.0,11.0,5.0,19,81,102
185,FRA,Summer,1904,1,0.0,24.0,175.0,70.0,102.0,28.0,1,2,2
186,FRA,Summer,1906,56,0.017857142857142856,31.0,175.0,70.0,2.0,0.0,11,51,41
187,FRA,Summer,1908,208,0.0,27.0,175.0,71.0,41.0,15.0,13,54,19
188,FRA,Summer,1912,119,0.008403361344537815,31.0,175.0,71.0,19.0,5.0,13,66,15
189,FRA,Summer,1920,304,0.02631578947368421,30.0,175.0,70.0,15.0,7.0,23,113,42
190,FRA,Summer,1924,401,0.0773067331670823,30.0,175.0,71.0,42.0,9.0,20,128,40
191,FRA,Summer,1928,255,0.1411764705882353,29.0,175.0,71.0,40.0,14.0,17,112,25
192,FRA,Summer,1932,103,0.05825242718446602,37.0,175.0,72.0,25.0,7.0,13,57,20
193,FRA,Summer,1936,201,0.05472636815920398,28.0,176.0,71.0,20.0,11.0,18,100,19
194,FRA,Summer,1948,316,0.11708860759493671,28.0,176.0,71.0,19.0,7.0,20,135,32
195,FRA,Summer,1952,245,0.12653061224489795,27.0,176.0,71.0,32.0,11.0,18,131,18
196,FRA,Summer,1956,145,0.12413793103448276,27.0,176.0,71.0,18.0,6.0,16,101,14
197,FRA,Summer,1960,238,0.11764705882352941,26.0,173.0,69.0,14.0,4.0,19,120,5
198,FRA,Summer,1964,138,0.14492753623188406,25.0,175.0,70.0,5.0,0.0,14,89,15
199,FRA,Summer,1968,200,0.155,25.0,174.0,69.0,15.0,1.0,16,107,15
200,FRA,Summer,1972,227,0.13215859030837004,25.0,176.0,71.0,15.0,7.0,18,132,13
201,FRA,Summer,1976,206,0.1407766990291262,25.0,175.0,69.0,13.0,2.0,18,128,9
202,FRA,Summer,1980,121,0.19008264462809918,24.0,176.0,69.0,9.0,2.0,13,85,14
203,FRA,Summer,1984,238,0.20588235294117646,25.0,177.0,70.0,14.0,6.0,21,139,28
204,FRA,Summer,1988,266,0.2781954887218045,25.0,177.0,69.0,28.0,5.0,23,167,16
205,FRA,Summer,1992,339,0.2890855457227139,26.0,177.0,70.0,16.0,6.0,25,196,29
206,FRA,Summer,1996,299,0.3411371237458194,26.0,175.0,68.0,29.0,8.0,25,183,37
207,FRA,Summer,2000,336,0.37202380952380953,27.0,177.0,70.0,37.0,15.0,28,196,38
208,FRA,Summer,2004,308,0.36688311688311687,27.0,177.0,70.0,38.0,13.0,27,193,33
209,FRA,Summer,2008,309,0.39158576051779936,27.0,177.0,70.0,33.0,11.0,25,205,41
210,FRA,Summer,2012,324,0.4382716049382716,27.0,178.0,71.0,41.0,7.0,28,188,35
211,FRA,Summer,2016,392,0.4260204081632653,28.0,178.0,73.0,35.0,11.0,32,202,42
212,MAR,Summer,1960,47,0.0,27.0,171.0,68.0,,,10,45,1
213,MAR,Summer,1964,20,0.0,24.0,174.0,73.0,1.0,0.0,4,10,0
214,MAR,Summer,1968,25,0.0,24.0,178.0,69.0,0.0,0.0,4,14,0
215,MAR,Summer,1972,35,0.05714285714285714,24.0,175.0,70.0,0.0,0.0,5,19,0
216,MAR,Summer,1976,9,0.0,26.0,174.0,63.0,0.0,0.0,2,9,0
217,MAR,Summer,1984,34,0.029411764705882353,26.0,174.0,69.0,,,6,18,2
218,MAR,Summer,1988,27,0.1111111111111111,25.0,173.0,61.0,2.0,2.0,4,25,3
219,MAR,Summer,1992,44,0.022727272727272728,24.0,177.0,68.0,3.0,1.0,7,24,3
220,MAR,Summer,1996,34,0.058823529411764705,26.0,175.0,66.0,3.0,1.0,7,28,2
221,MAR,Summer,2000,55,0.16363636363636364,25.0,176.0,67.0,2.0,0.0,9,28,5
222,MAR,Summer,2004,55,0.14545454545454545,26.0,175.0,65.0,5.0,0.0,9,28,3
223,MAR,Summer,2008,47,0.23404255319148937,27.0,174.0,65.0,3.0,2.0,7,35,2
224,MAR,Summer,2012,63,0.2698412698412698,26.0,175.0,67.0,2.0,0.0,12,40,1
225,MAR,Summer,2016,48,0.3958333333333333,27.0,174.0,65.0,1.0,0.0,13,39,1
226,ESP,Summer,1900,9,0.0,29.0,175.0,70.0,,,4,7,1
227,ESP,Summer,1920,58,0.0,28.0,176.0,71.0,,,7,29,2
228,ESP,Summer,1924,95,0.021052631578947368,26.0,176.0,70.0,2.0,0.0,15,44,0
229,ESP,Summer,1928,80,0.0,27.0,176.0,70.0,0.0,0.0,10,34,1
230,ESP,Summer,1932,7,0.0,39.0,175.0,70.0,1.0,1.0,3,4,1
231,ESP,Summer,1948,65,0.0,30.0,175.0,71.0,,,11,37,1
232,ESP,Summer,1952,27,0.0,29.0,175.0,71.0,1.0,0.0,7,21,1
233,ESP,Summer,1956,6,0.0,39.0,175.0,72.0,1.0,0.0,1,4,0
234,ESP,Summer,1960,144,0.0763888888888889,25.0,176.0,72.0,0.0,0.0,16,83,1
235,ESP,Summer,1964,51,0.058823529411764705,24.0,174.0,69.0,1.0,0.0,9,35,0
236,ESP,Summer,1968,122,0.01639344262295082,24.0,177.0,72.0,0.0,0.0,12,50,0
237,ESP,Summer,1972,123,0.04065040650406504,25.0,175.0,73.0,0.0,0.0,17,59,1
238,ESP,Summer,1976,113,0.08849557522123894,23.0,172.0,69.0,1.0,0.0,14,68,2
239,ESP,Summer,1980,155,0.05806451612903226,24.0,177.0,72.0,2.0,0.0,18,75,6
240,ESP,Summer,1984,179,0.0893854748603352,24.0,175.0,69.0,6.0,1.0,23,104,5
241,ESP,Summer,1988,229,0.12663755458515283,24.0,176.0,70.0,5.0,1.0,24,130,4
242,ESP,Summer,1992,422,0.2962085308056872,25.0,177.0,71.0,4.0,1.0,29,195,22
243,ESP,Summer,1996,289,0.328719723183391,26.0,174.0,68.0,22.0,13.0,22,157,17
244,ESP,Summer,2000,321,0.32710280373831774,26.0,174.0,69.0,17.0,5.0,27,165,11
245,ESP,Summer,2004,316,0.439873417721519,26.0,174.0,69.0,11.0,3.0,27,155,20
246,ESP,Summer,2008,283,0.42402826855123676,27.0,176.0,71.0,20.0,3.0,29,147,18
247,ESP,Summer,2012,278,0.39568345323741005,27.0,177.0,71.0,18.0,5.0,27,135,17
248,ESP,Summer,2016,307,0.46579804560260585,28.0,177.0,72.0,17.0,3.0,28,146,17
249,EGY,Summer,1906,2,0.0,24.0,175.0,70.0,,,3,5,0
250,EGY,Summer,1920,18,0.0,25.0,175.0,71.0,,,6,11,0
251,EGY,Summer,1924,24,0.0,25.0,175.0,71.0,0.0,0.0,9,12,0
252,EGY,Summer,1928,32,0.0,25.0,175.0,71.0,0.0,0.0,5,14,4
253,EGY,Summer,1936,53,0.0,25.0,175.0,71.0,,,10,30,5
254,EGY,Summer,1948,85,0.0,25.0,175.0,71.0,5.0,2.0,12,53,5
255,EGY,Summer,1952,106,0.0,26.0,175.0,71.0,5.0,2.0,14,65,1
256,EGY,Summer,1956,3,0.0,29.0,175.0,70.0,1.0,0.0,1,2,0
257,EGY,Summer,1964,73,0.0,26.0,176.0,71.0,,,9,35,0
258,EGY,Summer,1968,30,0.0,26.0,176.0,73.0,0.0,0.0,7,18,0
259,EGY,Summer,1972,23,0.0,24.0,176.0,72.0,0.0,0.0,5,16,0
260,EGY,Summer,1976,26,0.0,25.0,184.0,75.0,0.0,0.0,4,7,0
261,EGY,Summer,1984,114,0.05263157894736842,25.0,178.0,77.0,,,15,74,1
262,EGY,Summer,1988,49,0.02040816326530612,24.0,182.0,82.0,1.0,0.0,12,36,0
263,EGY,Summer,1992,75,0.04,24.0,177.0,75.0,0.0,0.0,13,32,0
264,EGY,Summer,1996,29,0.06896551724137931,25.0,183.0,83.0,0.0,0.0,8,17,0
265,EGY,Summer,2000,89,0.16853932584269662,25.0,181.0,80.0,0.0,0.0,20,64,0
266,EGY,Summer,2004,97,0.16494845360824742,26.0,179.0,79.0,0.0,0.0,17,48,5
267,EGY,Summer,2008,100,0.26,25.0,178.0,75.0,5.0,1.0,19,68,1
268,EGY,Summer,2012,109,0.3119266055045872,25.0,174.0,71.0,1.0,0.0,21,87,2
269,EGY,Summer,2016,121,0.30578512396694213,25.0,177.0,75.0,2.0,0.0,23,87,3
270,IRI,Summer,1900,1,0.0,24.0,175.0,70.0,,,1,1,0
271,IRI,Summer,1948,36,0.0,24.0,175.0,70.0,,,5,23,1
272,IRI,Summer,1952,22,0.0,24.0,175.0,71.0,1.0,0.0,4,22,7
273,IRI,Summer,1956,17,0.0,27.0,174.0,72.0,7.0,0.0,3,17,5
274,IRI,Summer,1960,23,0.0,27.0,172.0,68.0,5.0,2.0,5,24,4
275,IRI,Summer,1964,62,0.06451612903225806,27.0,170.0,65.0,4.0,0.0,11,58,2
276,IRI,Summer,1968,14,0.0,26.0,175.0,76.0,2.0,0.0,3,14,5
277,IRI,Summer,1972,48,0.0,26.0,173.0,68.0,5.0,2.0,7,33,3
278,IRI,Summer,1976,84,0.047619047619047616,26.0,174.0,71.0,3.0,0.0,9,50,2
279,IRI,Summer,1988,23,0.0,23.0,172.0,67.0,,,3,21,1
280,IRI,Summer,1992,36,0.0,26.0,176.0,73.0,1.0,0.0,6,36,3
281,IRI,Summer,1996,18,0.05555555555555555,25.0,177.0,77.0,3.0,0.0,6,18,3
282,IRI,Summer,2000,33,0.030303030303030304,25.0,177.0,78.0,3.0,1.0,12,33,4
283,IRI,Summer,2004,37,0.02702702702702703,25.0,177.0,82.0,4.0,3.0,10,35,6
284,IRI,Summer,2008,54,0.05555555555555555,26.0,183.0,85.0,6.0,2.0,12,40,2
285,IRI,Summer,2012,52,0.15384615384615385,26.0,178.0,82.0,2.0,1.0,13,51,12
286,IRI,Summer,2016,63,0.14285714285714285,27.0,182.0,82.0,12.0,4.0,15,46,8
287,BUL,Summer,1924,24,0.0,24.0,175.0,70.0,,,4,12,0
288,BUL,Summer,1928,5,0.0,31.0,175.0,70.0,0.0,0.0,2,5,0
289,BUL,Summer,1932,2,0.0,39.0,175.0,70.0,0.0,0.0,1,1,0
290,BUL,Summer,1936,26,0.0,27.0,175.0,70.0,0.0,0.0,7,22,0
291,BUL,Summer,1952,63,0.14285714285714285,24.0,174.0,69.0,,,8,34,1
