,noc,season,year,athletes,athletes_female_percentage,avg_age,agv_height,avg_weight,prev_medals,prev_gold_medals,sports,events,total_medals
1800,LUX,Summer,1988,8,0.375,26.0,176.0,66.0,0.0,0.0,4,11,0
1801,LUX,Summer,1992,6,0.16666666666666666,32.0,180.0,71.0,0.0,0.0,4,8,0
1802,LUX,Summer,1996,6,0.6666666666666666,34.0,173.0,71.0,0.0,0.0,5,7,0
1803,LUX,Summer,2000,7,0.7142857142857143,27.0,173.0,65.0,0.0,0.0,4,8,0
1804,LUX,Summer,2004,10,0.4,24.0,178.0,67.0,0.0,0.0,6,10,0
1805,LUX,Summer,2008,13,0.3076923076923077,26.0,179.0,69.0,0.0,0.0,7,17,0
1806,LUX,Summer,2012,9,0.4444444444444444,28.0,178.0,69.0,0.0,0.0,7,11,0
1807,LUX,Summer,2016,10,0.5,28.0,178.0,69.0,0.0,0.0,5,14,0
1808,MTN,Summer,1984,2,0.0,24.0,180.0,87.0,,,1,2,0
1809,MTN,Summer,1988,6,0.0,26.0,176.0,79.0,0.0,0.0,2,7,0
1810,MTN,Summer,1992,6,0.0,26.0,178.0,70.0,0.0,0.0,1,6,0
1811,MTN,Summer,1996,4,0.0,29.0,173.0,67.0,0.0,0.0,1,4,0
1812,MTN,Summer,2000,2,0.5,17.0,164.0,66.0,0.0,0.0,1,2,0
1813,MTN,Summer,2004,2,0.5,24.0,177.0,60.0,0.0,0.0,1,2,0
1814,MTN,Summer,2008,2,0.5,21.0,170.0,60.0,0.0,0.0,1,2,0
1815,MTN,Summer,2012,2,0.5,23.0,166.0,59.0,0.0,0.0,1,2,0
1816,MTN,Summer,2016,2,0.5,28.0,171.0,64.0,0.0,0.0,1,2,0
1817,CZE,Summer,1996,115,0.3391304347826087,25.0,178.0,73.0,,,17,110,11
1818,CZE,Summer,2000,119,0.2773109243697479,26.0,180.0,76.0,11.0,4.0,20,96,8
1819,CZE,Summer,2004,142,0.43661971830985913,27.0,181.0,76.0,8.0,2.0,20,104,9
1820,CZE,Summer,2008,134,0.44029850746268656,27.0,181.0,76.0,9.0,1.0,21,105,6
1821,CZE,Summer,2012,133,0.48872180451127817,27.0,180.0,75.0,6.0,3.0,21,99,10
1822,CZE,Summer,2016,104,0.40384615384615385,27.0,181.0,75.0,10.0,4.0,20,92,10
1823,SKN,Summer,1996,10,0.6,24.0,175.0,67.0,,,1,5,0
1824,SKN,Summer,2000,2,0.5,25.0,174.0,71.0,0.0,0.0,1,4,0
1825,SKN,Summer,2004,2,0.5,24.0,174.0,66.0,0.0,0.0,1,2,0
1826,SKN,Summer,2008,4,0.75,26.0,173.0,64.0,0.0,0.0,1,5,0
1827,SKN,Summer,2012,4,0.0,22.0,176.0,75.0,0.0,0.0,1,3,0
1828,SKN,Summer,2016,6,0.16666666666666666,30.0,179.0,76.0,0.0,0.0,1,4,0
1829,TTO,Summer,1948,5,0.0,28.0,175.0,68.0,,,3,9,1
1830,TTO,Summer,1952,2,0.0,26.0,175.0,75.0,1.0,0.0,1,2,2
1831,TTO,Summer,1956,6,0.0,27.0,175.0,71.0,2.0,0.0,3,7,0
1832,TTO,Summer,1964,13,0.0,25.0,178.0,77.0,,,4,10,3
1833,TTO,Summer,1968,19,0.0,25.0,175.0,72.0,3.0,0.0,5,14,0
1834,TTO,Summer,1972,19,0.05263157894736842,23.0,178.0,73.0,0.0,0.0,4,16,0
1835,TTO,Summer,1976,13,0.0,25.0,177.0,71.0,0.0,0.0,3,10,1
1836,TTO,Summer,1980,9,0.0,28.0,178.0,75.0,1.0,1.0,1,5,0
1837,TTO,Summer,1984,16,0.3125,23.0,178.0,70.0,0.0,0.0,5,14,0
1838,TTO,Summer,1988,6,0.3333333333333333,24.0,173.0,65.0,0.0,0.0,3,9,0
1839,TTO,Summer,1992,7,0.0,26.0,179.0,73.0,0.0,0.0,2,7,0
1840,TTO,Summer,1996,12,0.3333333333333333,24.0,177.0,71.0,0.0,0.0,6,14,2
1841,TTO,Summer,2000,19,0.2631578947368421,24.0,179.0,73.0,2.0,0.0,3,18,2
1842,TTO,Summer,2004,19,0.47368421052631576,25.0,179.0,76.0,2.0,0.0,4,18,1
1843,TTO,Summer,2008,28,0.39285714285714285,25.0,179.0,73.0,1.0,0.0,4,19,2
1844,TTO,Summer,2012,25,0.28,25.0,178.0,75.0,2.0,1.0,6,22,4
1845,TTO,Summer,2016,28,0.35714285714285715,27.0,175.0,70.0,4.0,1.0,8,24,1
1846,DOM,Summer,1964,1,0.0,30.0,173.0,67.0,,,1,1,0
1847,DOM,Summer,1968,18,0.0,27.0,168.0,69.0,0.0,0.0,5,16,0
1848,DOM,Summer,1972,5,0.0,30.0,166.0,79.0,0.0,0.0,3,4,0
1849,DOM,Summer,1976,10,0.1,21.0,167.0,57.0,0.0,0.0,3,10,0
1850,DOM,Summer,1980,6,0.16666666666666666,23.0,175.0,70.0,0.0,0.0,4,7,0
1851,DOM,Summer,1984,19,0.21052631578947367,24.0,175.0,71.0,0.0,0.0,7,20,1
1852,DOM,Summer,1988,16,0.0625,25.0,174.0,73.0,1.0,0.0,5,15,0
1853,DOM,Summer,1992,32,0.0625,23.0,174.0,69.0,0.0,0.0,5,13,0
1854,DOM,Summer,1996,16,0.25,24.0,174.0,66.0,0.0,0.0,7,16,0
1855,DOM,Summer,2000,13,0.15384615384615385,23.0,179.0,81.0,0.0,0.0,5,13,0
1856,DOM,Summer,2004,33,0.48484848484848486,25.0,178.0,71.0,0.0,0.0,9,22,1
1857,DOM,Summer,2008,24,0.25,26.0,168.0,67.0,1.0,1.0,9,21,2
1858,DOM,Summer,2012,33,0.6060606060606061,25.0,175.0,65.0,2.0,1.0,10,21,2
1859,DOM,Summer,2016,26,0.3076923076923077,26.0,173.0,64.0,2.0,1.0,11,22,1
1860,VIN,Summer,1988,6,0.16666666666666666,21.0,172.0,68.0,,,1,6,0
1861,VIN,Summer,1992,6,0.3333333333333333,22.0,178.0,70.0,0.0,0.0,1,5,0
1862,VIN,Summer,1996,8,0.125,22.0,181.0,71.0,0.0,0.0,1,6,0
1863,VIN,Summer,2000,4,0.5,21.0,173.0,64.0,0.0,0.0,2,4,0
1864,VIN,Summer,2004,3,0.3333333333333333,22.0,168.0,63.0,0.0,0.0,2,3,0
1865,VIN,Summer,2008,2,0.5,24.0,177.0,68.0,0.0,0.0,1,2,0
1866,VIN,Summer,2012,3,0.3333333333333333,22.0,179.0,73.0,0.0,0.0,2,3,0
1867,VIN,Summer,2016,4,0.5,21.0,176.0,65.0,0.0,0.0,2,4,0
1868,JAM,Summer,1948,13,0.3076923076923077,24.0,178.0,70.0,,,3,14,3
1869,JAM,Summer,1952,8,0.25,27.0,180.0,70.0,3.0,1.0,2,10,5
1870,JAM,Summer,1956,6,0.0,22.0,178.0,70.0,5.0,2.0,1,6,0
1871,JAM,Summer,1964,21,0.19047619047619047,25.0,176.0,69.0,,,4,16,0
1872,JAM,Summer,1968,25,0.2,24.0,176.0,69.0,0.0,0.0,5,21,1
1873,JAM,Summer,1972,33,0.36363636363636365,22.0,174.0,64.0,1.0,0.0,6,27,1
1874,JAM,Summer,1976,20,0.45,23.0,174.0,63.0,1.0,0.0,3,18,2
1875,JAM,Summer,1980,18,0.3888888888888889,23.0,176.0,67.0,2.0,1.0,2,15,3
1876,JAM,Summer,1984,45,0.3111111111111111,22.0,177.0,71.0,3.0,0.0,5,35,3
1877,JAM,Summer,1988,35,0.3142857142857143,24.0,177.0,69.0,3.0,0.0,5,22,2
1878,JAM,Summer,1992,36,0.3888888888888889,25.0,176.0,67.0,2.0,0.0,5,23,4
1879,JAM,Summer,1996,46,0.41304347826086957,26.0,176.0,68.0,4.0,0.0,5,29,6
1880,JAM,Summer,2000,48,0.5416666666666666,27.0,178.0,68.0,6.0,1.0,4,28,9
1881,JAM,Summer,2004,47,0.5319148936170213,25.0,176.0,71.0,9.0,0.0,4,27,5
1882,JAM,Summer,2008,50,0.54,26.0,177.0,72.0,5.0,2.0,4,29,9
1883,JAM,Summer,2012,45,0.4888888888888889,27.0,177.0,73.0,9.0,5.0,4,25,12
1884,JAM,Summer,2016,56,0.5535714285714286,26.0,176.0,71.0,12.0,4.0,4,32,11
1885,LBR,Summer,1956,4,0.0,20.0,175.0,69.0,,,1,6,0
1886,LBR,Summer,1960,4,0.0,23.0,175.0,68.0,0.0,0.0,1,5,0
1887,LBR,Summer,1964,1,0.0,20.0,168.0,58.0,0.0,0.0,1,2,0
1888,LBR,Summer,1972,5,0.0,24.0,176.0,67.0,,,1,5,0
1889,LBR,Summer,1984,7,0.14285714285714285,21.0,172.0,61.0,,,1,7,0
1890,LBR,Summer,1988,8,0.125,24.0,171.0,62.0,0.0,0.0,2,10,0
1891,LBR,Summer,1996,5,0.2,23.0,178.0,75.0,,,1,3,0
1892,LBR,Summer,2000,8,0.25,25.0,178.0,73.0,0.0,0.0,1,7,0
1893,LBR,Summer,2004,2,0.5,23.0,164.0,72.0,0.0,0.0,1,2,0
1894,LBR,Summer,2008,3,0.3333333333333333,28.0,177.0,67.0,0.0,0.0,1,4,0
1895,LBR,Summer,2012,3,0.6666666666666666,28.0,174.0,68.0,0.0,0.0,1,3,0
1896,LBR,Summer,2016,2,0.5,24.0,175.0,70.0,0.0,0.0,1,3,0
1897,SUR,Summer,1968,1,0.0,20.0,177.0,65.0,,,1,1,0
1898,SUR,Summer,1972,2,0.0,19.0,169.0,64.0,0.0,0.0,2,3,0
1899,SUR,Summer,1976,3,0.0,24.0,176.0,68.0,0.0,0.0,2,4,0
1900,SUR,Summer,1984,5,0.0,21.0,173.0,69.0,,,3,7,0
1901,SUR,Summer,1988,6,0.3333333333333333,22.0,174.0,67.0,0.0,0.0,4,10,1
1902,SUR,Summer,1992,6,0.16666666666666666,22.0,174.0,68.0,1.0,1.0,3,7,1
1903,SUR,Summer,1996,7,0.2857142857142857,22.0,171.0,63.0,1.0,0.0,3,11,0
1904,SUR,Summer,2000,4,0.5,24.0,167.0,61.0,0.0,0.0,2,5,0
1905,SUR,Summer,2004,4,0.5,24.0,168.0,59.0,0.0,0.0,2,4,0
1906,SUR,Summer,2008,4,0.5,19.0,169.0,65.0,0.0,0.0,2,4,0
1907,SUR,Summer,2012,5,0.4,22.0,170.0,68.0,0.0,0.0,3,5,0
1908,SUR,Summer,2016,6,0.3333333333333333,25.0,180.0,73.0,0.0,0.0,4,6,0
1909,NEP,Summer,1964,6,0.0,23.0,165.0,62.0,,,2,5,0
1910,NEP,Summer,1972,2,0.0,24.0,164.0,56.0,,,1,1,0
1911,NEP,Summer,1976,1,0.0,23.0,162.0,50.0,0.0,0.0,1,1,0
1912,NEP,Summer,1980,10,0.0,24.0,166.0,55.0,0.0,0.0,3,9,0
1913,NEP,Summer,1984,10,0.0,26.0,165.0,56.0,0.0,0.0,3,8,0
1914,NEP,Summer,1988,16,0.1875,25.0,165.0,56.0,0.0,0.0,5,17,0
1915,NEP,Summer,1992,2,0.5,25.0,171.0,64.0,0.0,0.0,2,2,0
1916,NEP,Summer,1996,6,0.5,26.0,170.0,72.0,0.0,0.0,4,6,0
1917,NEP,Summer,2000,5,0.6,26.0,160.0,51.0,0.0,0.0,3,5,0
1918,NEP,Summer,2004,6,0.5,27.0,165.0,56.0,0.0,0.0,4,6,0
1919,NEP,Summer,2008,8,0.5,28.0,164.0,62.0,0.0,0.0,6,8,0
1920,NEP,Summer,2012,5,0.6,21.0,163.0,60.0,0.0,0.0,3,5,0
1921,NEP,Summer,2016,7,0.5714285714285714,23.0,164.0,60.0,0.0,0.0,5,7,0
1922,MGL,Summer,1964,21,0.19047619047619047,21.0,166.0,64.0,,,5,29,0
1923,MGL,Summer,1968,16,0.25,23.0,163.0,61.0,0.0,0.0,4,26,4
1924,MGL,Summer,1972,39,0.05128205128205128,27.0,169.0,68.0,4.0,0.0,7,39,1
1925,MGL,Summer,1976,32,0.0625,27.0,172.0,69.0,1.0,0.0,5,29,1
1926,MGL,Summer,1980,43,0.09302325581395349,24.0,168.0,64.0,1.0,0.0,8,41,4
1927,MGL,Summer,1988,28,0.14285714285714285,25.0,172.0,68.0,,,5,28,1
1928,MGL,Summer,1992,33,0.18181818181818182,26.0,175.0,70.0,1.0,0.0,8,31,2
1929,MGL,Summer,1996,16,0.25,25.0,171.0,69.0,2.0,0.0,7,16,1
1930,MGL,Summer,2000,20,0.4,26.0,171.0,72.0,1.0,0.0,6,21,0
1931,MGL,Summer,2004,20,0.35,25.0,172.0,70.0,0.0,0.0,7,21,1
1932,MGL,Summer,2008,28,0.5,27.0,170.0,67.0,1.0,0.0,7,29,4
1933,MGL,Summer,2012,29,0.4482758620689655,27.0,171.0,67.0,4.0,2.0,7,32,5
1934,MGL,Summer,2016,43,0.3953488372093023,27.0,170.0,69.0,5.0,0.0,9,41,2
1935,AUT,Summer,1896,3,0.0,22.0,175.0,70.0,,,3,8,5
1936,AUT,Summer,1900,16,0.0,25.0,176.0,70.0,5.0,2.0,4,17,6
1937,AUT,Summer,1904,2,0.0,27.0,170.0,70.0,6.0,0.0,2,7,4
1938,AUT,Summer,1906,31,0.0,26.0,176.0,72.0,4.0,2.0,9,46,9
1939,AUT,Summer,1908,7,0.0,23.0,176.0,71.0,9.0,3.0,4,10,1
1940,AUT,Summer,1912,85,0.07058823529411765,26.0,176.0,71.0,1.0,0.0,12,46,4
1941,AUT,Summer,1924,49,0.061224489795918366,27.0,176.0,72.0,,,8,27,4
1942,AUT,Summer,1928,73,0.0821917808219178,35.0,175.0,71.0,4.0,0.0,13,39,4
1943,AUT,Summer,1932,19,0.10526315789473684,37.0,175.0,70.0,4.0,3.0,7,14,5
1944,AUT,Summer,1936,234,0.07264957264957266,32.0,175.0,71.0,5.0,1.0,19,105,17
1945,AUT,Summer,1948,148,0.21621621621621623,33.0,176.0,71.0,17.0,5.0,17,79,8
1946,AUT,Summer,1952,112,0.1875,26.0,175.0,71.0,8.0,2.0,16,70,2
1947,AUT,Summer,1956,34,0.14705882352941177,29.0,176.0,71.0,2.0,0.0,12,36,2
1948,AUT,Summer,1960,103,0.20388349514563106,26.0,173.0,69.0,2.0,0.0,15,81,2
1949,AUT,Summer,1964,56,0.19642857142857142,25.0,176.0,74.0,2.0,1.0,14,54,0
1950,AUT,Summer,1968,43,0.18604651162790697,26.0,179.0,75.0,0.0,0.0,12,37,4
1951,AUT,Summer,1972,111,0.12612612612612611,27.0,178.0,74.0,4.0,0.0,15,68,3
1952,AUT,Summer,1976,60,0.1,28.0,179.0,77.0,3.0,0.0,15,44,1
1953,AUT,Summer,1980,83,0.2289156626506024,25.0,178.0,74.0,1.0,0.0,16,51,4
1954,AUT,Summer,1984,102,0.30392156862745096,26.0,177.0,74.0,4.0,1.0,18,72,3
1955,AUT,Summer,1988,73,0.0958904109589041,28.0,181.0,78.0,3.0,1.0,17,62,1
1956,AUT,Summer,1992,102,0.30392156862745096,27.0,179.0,74.0,1.0,1.0,17,68,2
1957,AUT,Summer,1996,72,0.2222222222222222,28.0,180.0,74.0,2.0,0.0,15,53,3
1958,AUT,Summer,2000,92,0.40217391304347827,27.0,180.0,73.0,3.0,0.0,17,68,3
1959,AUT,Summer,2004,74,0.2702702702702703,29.0,180.0,73.0,3.0,2.0,18,56,7
1960,AUT,Summer,2008,70,0.42857142857142855,28.0,178.0,71.0,7.0,2.0,16,62,3
1961,AUT,Summer,2012,70,0.44285714285714284,29.0,177.0,70.0,3.0,0.0,19,69,0
1962,AUT,Summer,2016,71,0.4788732394366197,28.0,177.0,71.0,0.0,0.0,23,61,1
1963,PLW,Summer,2000,5,0.6,22.0,165.0,60.0,,,3,5,0
1964,PLW,Summer,2004,4,0.5,26.0,168.0,69.0,0.0,0.0,3,4,0
1965,PLW,Summer,2008,5,0.4,24.0,166.0,70.0,0.0,0.0,3,5,0
1966,PLW,Summer,2012,5,0.6,22.0,164.0,59.0,0.0,0.0,4,5,0
1967,PLW,Summer,2016,5,0.4,23.0,168.0,79.0,0.0,0.0,4,6,0
1968,LTU,Summer,1924,13,0.0,24.0,175.0,70.0,,,2,2,0
1969,LTU,Summer,1928,12,0.08333333333333333,23.0,176.0,70.0,0.0,0.0,4,10,0
1970,LTU,Summer,1992,47,0.23404255319148937,26.0,185.0,82.0,,,11,31,2
1971,LTU,Summer,1996,61,0.26229508196721313,26.0,183.0,80.0,2.0,1.0,14,49,1
1972,LTU,Summer,2000,61,0.3442622950819672,26.0,184.0,80.0,1.0,0.0,15,50,5
1973,LTU,Summer,2004,59,0.2033898305084746,26.0,187.0,83.0,5.0,2.0,13,44,3
1974,LTU,Summer,2008,71,0.38028169014084506,27.0,182.0,77.0,3.0,1.0,16,54,5
1975,LTU,Summer,2012,62,0.3709677419354839,27.0,182.0,80.0,5.0,0.0,14,54,5
1976,LTU,Summer,2016,67,0.2835820895522388,27.0,185.0,83.0,5.0,2.0,15,49,4
1977,TOG,Summer,1972,7,0.0,23.0,173.0,67.0,,,3,5,0
1978,TOG,Summer,1984,6,0.0,25.0,175.0,67.0,,,2,6,0
1979,TOG,Summer,1988,6,0.0,24.0,173.0,65.0,0.0,0.0,2,6,0
1980,TOG,Summer,1992,6,0.0,25.0,173.0,71.0,0.0,0.0,2,5,0
1981,TOG,Summer,1996,5,0.0,27.0,174.0,73.0,0.0,0.0,1,4,0
1982,TOG,Summer,2000,3,0.3333333333333333,20.0,171.0,69.0,0.0,0.0,2,3,0
1983,TOG,Summer,2004,3,0.3333333333333333,23.0,174.0,67.0,0.0,0.0,2,3,0
1984,TOG,Summer,2008,4,0.25,28.0,178.0,77.0,0.0,0.0,4,4,1
1985,TOG,Summer,2012,6,0.3333333333333333,24.0,174.0,69.0,1.0,0.0,5,6,0
1986,TOG,Summer,2016,5,0.6,19.0,172.0,67.0,0.0,0.0,3,5,0
1987,NAM,Summer,1992,6,0.16666666666666666,22.0,178.0,71.0,,,3,9,2
1988,NAM,Summer,1996,8,0.25,27.0,177.0,70.0,2.0,0.0,4,10,2
1989,NAM,Summer,2000,11,0.18181818181818182,27.0,171.0,63.0,2.0,0.0,6,16,0
1990,NAM,Summer,2004,8,0.125,33.0,174.0,71.0,0.0,0.0,5,9,0
1991,NAM,Summer,2008,10,0.4,30.0,173.0,60.0,0.0,0.0,4,10,0
1992,NAM,Summer,2012,9,0.4444444444444444,28.0,171.0,60.0,0.0,0.0,5,8,0
1993,NAM,Summer,2016,10,0.6,31.0,172.0,59.0,0.0,0.0,4,9,0
1994,AHO,Summer,1952,11,0.0,24.0,175.0,70.0,,,1,1,0
1995,AHO,Summer,1960,5,0.0,27.0,171.0,84.0,,,1,4,0
1996,AHO,Summer,1964,4,0.0,29.0,172.0,70.0,0.0,0.0,2,4,0
1997,AHO,Summer,1968,5,0.4,31.0,174.0,68.0,0.0,0.0,2,4,0
1998,AHO,Summer,1972,2,0.0,39.0,164.0,86.0,0.0,0.0,2,2,0
1999,AHO,Summer,1976,4,0.0,27.0,175.0,68.0,0.0,0.0,2,4,0
2000,AHO,Summer,1984,8,0.625,19.0,180.0,70.0,,,3,10,0
2001,AHO,Summer,1988,3,0.3333333333333333,25.0,184.0,75.0,0.0,0.0,3,4,1
2002,AHO,Summer,1992,4,0.25,31.0,177.0,77.0,1.0,0.0,3,4,0
2003,AHO,Summer,1996,6,0.0,31.0,177.0,78.0,0.0,0.0,5,7,0
2004,AHO,Summer,2000,7,0.14285714285714285,31.0,180.0,80.0,0.0,0.0,6,8,0
2005,AHO,Summer,2004,3,0.0,33.0,184.0,80.0,0.0,0.0,2,3,0
2006,AHO,Summer,2008,3,0.0,23.0,179.0,75.0,0.0,0.0,3,4,0
2007,ISL,Summer,1908,1,0.0,24.0,174.0,70.0,,,1,1,0
2008,ISL,Summer,1912,2,0.0,23.0,175.0,70.0,0.0,0.0,2,2,0
2009,ISL,Summer,1936,12,0.0,24.0,175.0,70.0,,,2,6,0
2010,ISL,Summer,1948,20,0.15,22.0,178.0,72.0,0.0,0.0,3,18,0
2011,ISL,Summer,1952,9,0.0,24.0,177.0,71.0,0.0,0.0,1,11,0
2012,ISL,Summer,1956,2,0.0,22.0,182.0,81.0,0.0,0.0,1,2,1
2013,ISL,Summer,1960,9,0.1111111111111111,25.0,184.0,76.0,1.0,0.0,2,11,0
2014,ISL,Summer,1964,4,0.25,24.0,184.0,70.0,0.0,0.0,2,5,0
2015,ISL,Summer,1968,8,0.25,26.0,183.0,74.0,0.0,0.0,3,15,0
2016,ISL,Summer,1972,25,0.04,24.0,181.0,78.0,0.0,0.0,4,16,0
2017,ISL,Summer,1976,13,0.3076923076923077,22.0,177.0,75.0,0.0,0.0,4,22,0
2018,ISL,Summer,1980,9,0.0,24.0,186.0,91.0,0.0,0.0,3,11,0
2019,ISL,Summer,1984,30,0.1,24.0,184.0,81.0,0.0,0.0,5,17,1
2020,ISL,Summer,1988,32,0.125,25.0,184.0,82.0,1.0,0.0,5,25,0
2021,ISL,Summer,1992,27,0.1111111111111111,28.0,182.0,82.0,0.0,0.0,6,15,0
2022,ISL,Summer,1996,9,0.4444444444444444,22.0,175.0,69.0,0.0,0.0,5,15,0
2023,ISL,Summer,2000,18,0.5,23.0,178.0,71.0,0.0,0.0,5,28,1
2024,ISL,Summer,2004,26,0.19230769230769232,26.0,184.0,80.0,1.0,0.0,5,20,0
2025,ISL,Summer,2008,27,0.25925925925925924,26.0,187.0,86.0,0.0,0.0,5,18,1
2026,ISL,Summer,2012,27,0.2222222222222222,27.0,186.0,83.0,1.0,0.0,6,20,0
2027,ISL,Summer,2016,8,0.625,24.0,178.0,74.0,0.0,0.0,4,14,0
2028,ASA,Summer,1988,6,0.0,27.0,178.0,89.0,,,4,6,0
2029,ASA,Summer,1992,3,0.0,26.0,175.0,77.0,0.0,0.0,2,3,0
2030,ASA,Summer,1996,7,0.14285714285714285,31.0,174.0,77.0,0.0,0.0,5,6,0
2031,ASA,Summer,2000,4,0.25,27.0,180.0,103.0,0.0,0.0,3,4,0
2032,ASA,Summer,2004,3,0.3333333333333333,30.0,172.0,92.0,0.0,0.0,2,3,0
2033,ASA,Summer,2008,4,0.5,24.0,174.0,68.0,0.0,0.0,3,4,0
2034,ASA,Summer,2012,4,0.25,22.0,172.0,80.0,0.0,0.0,3,4,0
2035,ASA,Summer,2016,4,0.25,26.0,177.0,76.0,0.0,0.0,3,4,0
2036,SAM,Summer,1984,8,0.0,27.0,178.0,84.0,,,3,9,0
2037,SAM,Summer,1988,11,0.0,23.0,173.0,74.0,0.0,0.0,4,11,0
2038,SAM,Summer,1992,5,0.0,24.0,171.0,78.0,0.0,0.0,2,5,0
2039,SAM,Summer,1996,5,0.2,24.0,176.0,79.0,0.0,0.0,3,5,0
2040,SAM,Summer,2000,5,0.2,24.0,175.0,73.0,0.0,0.0,5,5,0
2041,SAM,Summer,2004,3,0.3333333333333333,27.0,176.0,92.0,0.0,0.0,2,3,0
2042,SAM,Summer,2008,6,0.3333333333333333,30.0,178.0,90.0,0.0,0.0,5,7,0
2043,SAM,Summer,2012,8,0.375,29.0,180.0,88.0,0.0,0.0,6,9,0
2044,SAM,Summer,2016,8,0.375,27.0,171.0,70.0,0.0,0.0,5,9,0
2045,RWA,Summer,1984,3,0.3333333333333333,25.0,169.0,63.0,,,1,6,0
2046,RWA,Summer,1988,6,0.5,24.0,164.0,58.0,0.0,0.0,1,7,0
2047,RWA,Summer,1992,10,0.3,24.0,174.0,68.0,0.0,0.0,2,8,0
2048,RWA,Summer,1996,4,0.0,23.0,176.0,63.0,0.0,0.0,1,4,0
2049,RWA,Summer,2000,5,0.4,22.0,176.0,68.0,0.0,0.0,2,5,0
2050,RWA,Summer,2004,5,0.4,26.0,171.0,62.0,0.0,0.0,2,5,0
2051,RWA,Summer,2008,4,0.5,25.0,172.0,62.0,0.0,0.0,2,4,0
2052,RWA,Summer,2012,7,0.2857142857142857,24.0,167.0,61.0,0.0,0.0,4,7,0
2053,RWA,Summer,2016,7,0.42857142857142855,28.0,172.0,67.0,0.0,0.0,3,7,0
2054,DMA,Summer,1996,6,0.3333333333333333,28.0,173.0,66.0,,,2,6,0
2055,DMA,Summer,2000,4,0.5,23.0,177.0,67.0,0.0,0.0,2,4,0
2056,DMA,Summer,2004,2,0.5,22.0,172.0,64.0,0.0,0.0,1,2,0
2057,DMA,Summer,2008,2,0.0,25.0,176.0,73.0,0.0,0.0,1,2,0
2058,DMA,Summer,2012,2,0.5,22.0,174.0,62.0,0.0,0.0,1,2,0
2059,DMA,Summer,2016,2,0.5,25.0,179.0,74.0,0.0,0.0,1,2,0
2060,HAI,Summer,1900,3,0.0,24.0,175.0,70.0,,,2,4,1
2061,HAI,Summer,1924,8,0.0,24.0,174.0,69.0,,,2,9,1
2062,HAI,Summer,1928,2,0.0,24.0,169.0,60.0,1.0,0.0,1,3,1
2063,HAI,Summer,1932,3,0.0,28.0,173.0,66.0,1.0,0.0,2,3,0
2064,HAI,Summer,1960,1,0.0,27.0,175.0,89.0,,,1,1,0
2065,HAI,Summer,1972,7,0.14285714285714285,22.0,173.0,68.0,,,1,7,0
2066,HAI,Summer,1976,13,0.23076923076923078,25.0,171.0,66.0,0.0,0.0,2,14,0
2067,HAI,Summer,1984,3,0.6666666666666666,26.0,175.0,69.0,,,2,2,0
2068,HAI,Summer,1988,4,0.25,27.0,179.0,85.0,0.0,0.0,2,5,0
2069,HAI,Summer,1992,7,0.0,28.0,177.0,74.0,0.0,0.0,2,8,0
2070,HAI,Summer,1996,7,0.0,25.0,179.0,76.0,0.0,0.0,4,7,0
2071,HAI,Summer,2000,5,0.4,24.0,170.0,68.0,0.0,0.0,3,5,0
2072,HAI,Summer,2004,8,0.125,26.0,179.0,81.0,0.0,0.0,4,8,0
2073,HAI,Summer,2008,7,0.5714285714285714,27.0,175.0,77.0,0.0,0.0,3,7,0
2074,HAI,Summer,2012,5,0.4,25.0,176.0,72.0,0.0,0.0,2,5,0
2075,HAI,Summer,2016,10,0.3,26.0,175.0,68.0,0.0,0.0,7,10,0
2076,MLT,Summer,1928,9,0.0,24.0,175.0,70.0,,,1,1,0
2077,MLT,Summer,1936,11,0.0,23.0,175.0,70.0,,,2,2,0
2078,MLT,Summer,1948,1,0.0,23.0,175.0,70.0,0.0,0.0,1,1,0
2079,MLT,Summer,1960,10,0.0,27.0,169.0,72.0,,,4,6,0
2080,MLT,Summer,1968,1,0.0,33.0,169.0,72.0,,,1,1,0
2081,MLT,Summer,1972,5,0.0,26.0,168.0,66.0,0.0,0.0,2,2,0
2082,MLT,Summer,1980,8,0.125,26.0,170.0,60.0,,,3,5,0
2083,MLT,Summer,1984,7,0.2857142857142857,27.0,172.0,70.0,0.0,0.0,5,6,0
2084,MLT,Summer,1988,6,0.16666666666666666,24.0,168.0,64.0,0.0,0.0,4,6,0
2085,MLT,Summer,1992,6,0.5,26.0,164.0,58.0,0.0,0.0,4,8,0
2086,MLT,Summer,1996,7,0.42857142857142855,27.0,176.0,70.0,0.0,0.0,5,10,0
2087,MLT,Summer,2000,7,0.42857142857142855,26.0,175.0,68.0,0.0,0.0,5,7,0
2088,MLT,Summer,2004,7,0.42857142857142855,23.0,172.0,71.0,0.0,0.0,5,7,0
2089,MLT,Summer,2008,6,0.5,23.0,175.0,75.0,0.0,0.0,4,6,0
2090,MLT,Summer,2012,5,0.4,25.0,174.0,73.0,0.0,0.0,3,5,0
2091,MLT,Summer,2016,7,0.42857142857142855,29.0,171.0,74.0,0.0,0.0,4,8,0
2092,CYP,Summer,1980,14,0.14285714285714285,24.0,176.0,72.0,,,3,13,0
2093,CYP,Summer,1984,10,0.0,30.0,176.0,70.0,0.0,0.0,4,9,0
2094,CYP,Summer,1988,9,0.2222222222222222,28.0,174.0,65.0,0.0,0.0,4,10,0
