noc,season,year,athletes,athletes_female_percentage,avg_age,agv_height,avg_weight,prev_medals,prev_gold_medals,sports,events,total_medals,km_cluster,ag_cluster
GER,1,1960,294,0.1870748299319728,25.0,175.0,71.0,26.0,6.0,17,148,42,1,2
GER,1,1964,337,0.1839762611275964,25.0,175.0,72.0,42.0,12.0,19,159,50,1,2
GER,1,1992,463,0.3520518358531317,25.0,179.0,73.0,0.0,0.0,26,237,82,1,0
GER,1,1996,466,0.4012875536480687,27.0,180.0,75.0,82.0,33.0,26,234,65,2,1
GER,1,2000,422,0.428909952606635,27.0,180.0,74.0,65.0,20.0,29,234,56,2,2
GER,1,2004,441,0.4331065759637188,27.0,180.0,75.0,56.0,13.0,29,228,49,1,2
GER,1,2008,420,0.4357142857142857,27.0,179.0,74.0,49.0,13.0,30,207,41,1,2
GER,1,2012,383,0.4464751958224543,27.0,179.0,74.0,41.0,16.0,27,213,44,1,2
GER,1,2016,418,0.4641148325358851,27.0,179.0,73.0,44.0,11.0,29,217,42,1,2
CAN,1,1900,4,0.0,26.0,172.0,67.0,0.0,0.0,1,5,2,0,0
CAN,1,1904,56,0.0,26.0,176.0,72.0,2.0,1.0,6,15,6,0,0
CAN,1,1906,3,0.0,25.0,177.0,70.0,6.0,4.0,1,4,2,0,0
CAN,1,1908,87,0.0,27.0,176.0,71.0,2.0,1.0,11,42,16,0,0
CAN,1,1912,37,0.0,26.0,177.0,71.0,16.0,3.0,7,30,8,0,0
CAN,1,1920,52,0.0,26.0,174.0,71.0,8.0,3.0,9,39,9,0,0
CAN,1,1924,65,0.0,27.0,175.0,71.0,9.0,3.0,8,39,4,0,0
CAN,1,1928,69,0.1014492753623188,25.0,174.0,67.0,4.0,0.0,8,49,15,0,0
CAN,1,1932,102,0.1666666666666666,34.0,175.0,69.0,15.0,4.0,10,69,16,1,2
CAN,1,1936,97,0.1855670103092783,25.0,177.0,70.0,16.0,2.0,12,69,9,0,0
CAN,1,1948,127,0.1653543307086614,26.0,176.0,71.0,9.0,1.0,13,83,4,0,0
CAN,1,1952,107,0.0934579439252336,24.0,176.0,71.0,4.0,0.0,13,74,3,0,0
CAN,1,1956,96,0.15625,24.0,176.0,71.0,3.0,1.0,15,84,6,0,0
CAN,1,1960,85,0.1294117647058823,24.0,176.0,70.0,6.0,2.0,14,77,1,0,0
CAN,1,1964,115,0.1739130434782608,25.0,176.0,72.0,1.0,0.0,16,92,4,0,0
CAN,1,1968,139,0.2014388489208633,24.0,175.0,70.0,4.0,1.0,14,124,5,0,0
CAN,1,1972,208,0.2403846153846154,24.0,176.0,70.0,5.0,1.0,18,136,5,0,0
CAN,1,1976,385,0.3220779220779221,23.0,176.0,70.0,5.0,0.0,23,173,11,0,0
CAN,1,1984,408,0.3700980392156863,24.0,176.0,71.0,0.0,0.0,23,193,44,1,0
CAN,1,1988,328,0.3201219512195122,25.0,175.0,71.0,44.0,10.0,23,193,10,1,2
CAN,1,1992,295,0.3932203389830508,26.0,175.0,71.0,10.0,3.0,24,199,18,1,2
CAN,1,1996,303,0.4983498349834983,27.0,176.0,70.0,18.0,7.0,25,189,22,1,2
CAN,1,2000,294,0.4897959183673469,26.0,176.0,71.0,22.0,3.0,29,175,14,1,2
CAN,1,2004,262,0.5038167938931297,27.0,175.0,70.0,14.0,3.0,28,151,12,1,2
CAN,1,2008,332,0.4397590361445783,27.0,176.0,72.0,12.0,3.0,30,185,19,1,2
CAN,1,2012,273,0.5641025641025641,27.0,175.0,69.0,19.0,3.0,28,179,18,1,2
CAN,1,2016,310,0.5903225806451613,26.0,175.0,69.0,18.0,1.0,31,175,22,1,2
IRL,1,1924,48,0.0416666666666666,30.0,176.0,70.0,0.0,0.0,6,29,2,0,0
IRL,1,1928,38,0.131578947368421,29.0,176.0,71.0,2.0,0.0,6,27,1,0,0
IRL,1,1932,16,0.125,30.0,177.0,72.0,1.0,1.0,3,10,2,0,0
IRL,1,1948,73,0.0684931506849315,28.0,176.0,70.0,0.0,0.0,10,34,1,0,0
IRL,1,1952,19,0.0,28.0,177.0,71.0,1.0,0.0,6,18,1,0,0
IRL,1,1956,18,0.0555555555555555,28.0,175.0,70.0,1.0,0.0,5,17,5,0,0
IRL,1,1960,49,0.0408163265306122,29.0,174.0,69.0,5.0,1.0,8,39,0,0,0
IRL,1,1964,25,0.04,29.0,177.0,70.0,0.0,0.0,7,23,1,0,0
IRL,1,1968,31,0.1935483870967742,26.0,175.0,69.0,1.0,0.0,7,32,0,0,0
IRL,1,1972,59,0.135593220338983,27.0,175.0,70.0,0.0,0.0,12,54,0,0,0
IRL,1,1976,44,0.0681818181818181,25.0,176.0,72.0,0.0,0.0,10,34,0,0,0
IRL,1,1980,47,0.0638297872340425,25.0,178.0,74.0,0.0,0.0,11,38,2,0,0
IRL,1,1984,42,0.3333333333333333,25.0,174.0,66.0,2.0,0.0,10,35,1,0,0
IRL,1,1988,61,0.1475409836065573,26.0,177.0,71.0,1.0,0.0,12,47,0,0,0
IRL,1,1992,58,0.1551724137931034,28.0,178.0,72.0,0.0,0.0,12,47,2,0,0
IRL,1,1996,78,0.2051282051282051,28.0,178.0,72.0,2.0,1.0,13,70,4,0,0
IRL,1,2000,64,0.375,27.0,179.0,73.0,4.0,3.0,10,52,1,0,0
IRL,1,2004,46,0.3043478260869565,29.0,179.0,70.0,1.0,0.0,9,31,0,0,0
IRL,1,2008,55,0.2909090909090909,28.0,179.0,71.0,0.0,0.0,12,43,3,0,0
IRL,1,2012,64,0.4375,29.0,176.0,67.0,3.0,0.0,14,54,5,0,0
IRL,1,2016,76,0.3421052631578947,29.0,176.0,69.0,5.0,1.0,14,57,2,0,0
AUS,1,1896,1,0.0,22.0,175.0,70.0,0.0,0.0,2,5,3,0,0
AUS,1,1900,2,0.0,22.0,177.0,71.0,3.0,2.0,2,6,6,0,0
AUS,1,1904,2,0.0,23.0,175.0,70.0,6.0,3.0,2,6,4,0,0
AUS,1,1906,4,0.0,25.0,174.0,68.0,4.0,0.0,2,9,3,0,0
AUS,1,1920,13,0.0769230769230769,25.0,176.0,70.0,0.0,0.0,5,19,3,0,0
AUS,1,1924,36,0.0277777777777777,26.0,177.0,70.0,3.0,0.0,9,31,6,0,0
AUS,1,1928,18,0.2222222222222222,23.0,176.0,71.0,6.0,3.0,6,26,4,0,0
AUS,1,1932,13,0.3076923076923077,28.0,176.0,73.0,4.0,1.0,6,17,5,0,0
AUS,1,1936,32,0.125,24.0,175.0,71.0,5.0,3.0,7,26,1,0,0
AUS,1,1948,75,0.12,25.0,176.0,71.0,1.0,0.0,11,52,13,0,0
AUS,1,1952,81,0.1234567901234567,25.0,177.0,71.0,13.0,2.0,12,67,11,0,0
AUS,1,1956,298,0.1476510067114094,25.0,176.0,71.0,11.0,6.0,19,143,35,1,2
AUS,1,1960,189,0.1534391534391534,25.0,176.0,71.0,35.0,13.0,17,122,22,1,2
AUS,1,1964,243,0.1646090534979424,25.0,175.0,71.0,22.0,8.0,19,133,18,1,2
AUS,1,1968,128,0.1875,24.0,175.0,70.0,18.0,6.0,16,105,17,1,2
AUS,1,1972,168,0.1726190476190476,24.0,176.0,71.0,17.0,5.0,20,110,17,1,2
AUS,1,1976,180,0.1888888888888888,25.0,177.0,72.0,17.0,8.0,20,115,5,1,2
AUS,1,1980,120,0.2333333333333333,23.0,179.0,74.0,5.0,0.0,17,92,9,0,0
AUS,1,1984,242,0.3016528925619834,24.0,178.0,73.0,9.0,2.0,22,137,24,1,2
AUS,1,1988,252,0.2857142857142857,25.0,178.0,73.0,24.0,4.0,24,145,14,1,2
AUS,1,1992,279,0.3297491039426523,24.0,178.0,73.0,14.0,3.0,25,153,27,1,2
AUS,1,1996,417,0.4004796163069544,25.0,176.0,72.0,27.0,7.0,26,211,41,1,2
AUS,1,2000,617,0.4473257698541329,26.0,177.0,73.0,41.0,9.0,34,270,58,1,2
AUS,1,2004,470,0.4297872340425532,26.0,178.0,74.0,58.0,16.0,33,219,50,1,2
AUS,1,2008,432,0.4606481481481481,27.0,178.0,73.0,50.0,17.0,31,219,46,1,2
AUS,1,2012,405,0.454320987654321,27.0,179.0,74.0,46.0,14.0,29,208,35,1,2
AUS,1,2016,420,0.5047619047619047,27.0,179.0,74.0,35.0,7.0,31,194,29,1,2
RSA,1,1904,8,0.0,24.0,175.0,70.0,0.0,0.0,2,2,0,0,0
RSA,1,1908,14,0.0,26.0,175.0,70.0,0.0,0.0,4,15,2,0,0
RSA,1,1912,21,0.0,31.0,176.0,70.0,2.0,1.0,6,21,6,0,0
RSA,1,1920,39,0.0256410256410256,29.0,176.0,70.0,6.0,4.0,7,34,10,0,0
RSA,1,1924,30,0.0,28.0,176.0,69.0,10.0,3.0,7,25,3,0,0
RSA,1,1928,24,0.25,23.0,177.0,71.0,3.0,1.0,7,25,3,0,0
RSA,1,1932,12,0.1666666666666666,25.0,177.0,69.0,3.0,1.0,4,18,5,0,0
RSA,1,1936,32,0.15625,25.0,177.0,71.0,5.0,2.0,6,27,1,0,0
RSA,1,1948,35,0.0285714285714285,26.0,176.0,71.0,1.0,0.0,10,34,6,0,0
RSA,1,1952,64,0.0625,26.0,176.0,71.0,6.0,2.0,13,59,10,0,0
RSA,1,1956,50,0.12,25.0,177.0,72.0,10.0,2.0,10,50,4,0,0
RSA,1,1960,55,0.0363636363636363,27.0,179.0,75.0,4.0,0.0,12,46,3,0,0
RSA,1,1992,93,0.2688172043010752,26.0,176.0,72.0,0.0,0.0,19,87,2,0,0
RSA,1,1996,84,0.238095238095238,25.0,178.0,71.0,2.0,0.0,14,62,5,0,0
RSA,1,2000,127,0.2992125984251969,25.0,180.0,76.0,5.0,3.0,17,68,5,0,0
RSA,1,2004,106,0.3773584905660377,26.0,179.0,75.0,5.0,0.0,20,68,6,0,0
RSA,1,2008,134,0.4402985074626865,25.0,177.0,72.0,6.0,1.0,20,89,1,0,0
RSA,1,2012,124,0.4516129032258064,26.0,178.0,72.0,1.0,0.0,17,65,6,0,0
RSA,1,2016,135,0.3111111111111111,26.0,177.0,72.0,6.0,3.0,15,70,10,0,0
ERI,1,2000,3,0.3333333333333333,22.0,168.0,53.0,0.0,0.0,1,3,0,0,0
ERI,1,2004,4,0.25,24.0,163.0,52.0,0.0,0.0,1,3,1,0,0
ERI,1,2008,10,0.2,25.0,169.0,55.0,1.0,0.0,1,6,0,0,0
ERI,1,2012,12,0.0833333333333333,25.0,175.0,60.0,0.0,0.0,2,7,0,0,0
ERI,1,2016,12,0.0833333333333333,27.0,174.0,64.0,0.0,0.0,2,6,0,0,0
TAN,1,1964,4,0.0,24.0,175.0,62.0,0.0,0.0,1,4,0,0,0
TAN,1,1968,4,0.0,23.0,172.0,66.0,0.0,0.0,2,5,0,0,0
TAN,1,1972,15,0.0,24.0,172.0,63.0,0.0,0.0,2,16,0,0,0
TAN,1,1980,41,0.1219512195121951,25.0,171.0,65.0,0.0,0.0,3,22,2,0,0
TAN,1,1984,18,0.1111111111111111,27.0,172.0,65.0,2.0,0.0,2,14,0,0,0
TAN,1,1988,10,0.0,24.0,168.0,63.0,0.0,0.0,2,9,0,0,0
TAN,1,1992,9,0.0,26.0,169.0,64.0,0.0,0.0,2,7,0,0,0
TAN,1,1996,7,0.1428571428571428,26.0,170.0,65.0,0.0,0.0,2,5,0,0,0
TAN,1,2000,4,0.25,27.0,172.0,59.0,0.0,0.0,1,2,0,0,0
TAN,1,2004,8,0.25,25.0,167.0,55.0,0.0,0.0,1,6,0,0,0
TAN,1,2008,9,0.2222222222222222,26.0,170.0,63.0,0.0,0.0,2,6,0,0,0
TAN,1,2012,6,0.3333333333333333,27.0,167.0,59.0,0.0,0.0,3,5,0,0,0
TAN,1,2016,7,0.2857142857142857,25.0,170.0,58.0,0.0,0.0,3,5,0,0,0
JOR,1,1980,4,0.0,37.0,170.0,70.0,0.0,0.0,1,3,0,0,0
JOR,1,1984,13,0.0769230769230769,27.0,174.0,70.0,0.0,0.0,3,12,0,0,0
JOR,1,1988,7,0.2857142857142857,23.0,169.0,67.0,0.0,0.0,5,9,0,0,0
JOR,1,1992,4,0.25,24.0,183.0,70.0,0.0,0.0,3,5,0,0,0
JOR,1,1996,5,0.4,21.0,179.0,74.0,0.0,0.0,3,5,0,0,0
JOR,1,2000,8,0.5,25.0,171.0,66.0,0.0,0.0,6,8,0,0,0
JOR,1,2004,8,0.5,22.0,175.0,70.0,0.0,0.0,5,8,0,0,0
JOR,1,2008,7,0.5714285714285714,21.0,173.0,67.0,0.0,0.0,5,7,0,0,0
JOR,1,2012,9,0.4444444444444444,25.0,173.0,66.0,0.0,0.0,5,9,0,0,0
JOR,1,2016,8,0.125,24.0,175.0,74.0,0.0,0.0,6,8,1,0,0
TUN,1,1960,42,0.0,25.0,171.0,67.0,0.0,0.0,7,22,0,0,0
TUN,1,1964,9,0.0,26.0,174.0,64.0,0.0,0.0,3,9,2,0,0
TUN,1,1968,7,0.0,26.0,170.0,61.0,2.0,0.0,2,7,2,0,0
TUN,1,1972,35,0.0,24.0,179.0,73.0,2.0,1.0,5,11,1,0,0
TUN,1,1976,15,0.0666666666666666,23.0,182.0,77.0,1.0,0.0,3,5,0,0,0
TUN,1,1984,23,0.0434782608695652,23.0,179.0,72.0,0.0,0.0,6,17,0,0,0
TUN,1,1988,41,0.048780487804878,25.0,180.0,72.0,0.0,0.0,6,14,0,0,0
TUN,1,1992,13,0.1538461538461538,25.0,175.0,69.0,0.0,0.0,7,13,0,0,0
TUN,1,1996,51,0.1176470588235294,24.0,178.0,74.0,0.0,0.0,9,24,1,0,0
TUN,1,2000,47,0.1489361702127659,25.0,180.0,78.0,1.0,0.0,10,34,0,0,0
TUN,1,2004,54,0.1851851851851851,24.0,179.0,73.0,0.0,0.0,14,37,0,0,0
TUN,1,2008,26,0.4615384615384615,24.0,175.0,70.0,0.0,0.0,10,28,1,0,0
TUN,1,2012,83,0.2409638554216867,26.0,184.0,82.0,1.0,1.0,17,50,3,0,0
TUN,1,2016,61,0.3278688524590163,27.0,181.0,79.0,3.0,1.0,17,47,3,0,0
LBA,1,1968,1,0.0,24.0,180.0,70.0,0.0,0.0,1,1,0,0,0
LBA,1,1980,29,0.0689655172413793,24.0,167.0,63.0,0.0,0.0,5,20,0,0,0
LBA,1,1988,6,0.0,26.0,177.0,77.0,0.0,0.0,3,5,0,0,0
LBA,1,1992,5,0.0,26.0,176.0,80.0,0.0,0.0,4,5,0,0,0
LBA,1,1996,5,0.0,24.0,175.0,69.0,0.0,0.0,2,5,0,0,0
LBA,1,2000,3,0.0,26.0,175.0,67.0,0.0,0.0,3,3,0,0,0
LBA,1,2004,8,0.25,21.0,169.0,69.0,0.0,0.0,5,8,0,0,0
LBA,1,2008,6,0.3333333333333333,23.0,170.0,71.0,0.0,0.0,4,6,0,0,0
LBA,1,2012,4,0.25,26.0,173.0,66.0,0.0,0.0,3,4,0,0,0
LBA,1,2016,7,0.1428571428571428,23.0,176.0,68.0,0.0,0.0,6,7,0,0,0
BEL,1,1900,64,0.0,28.0,175.0,70.0,0.0,0.0,10,31,18,0,0
BEL,1,1906,16,0.0,24.0,175.0,71.0,0.0,0.0,7,22,7,0,0
BEL,1,1908,70,0.0,26.0,176.0,71.0,7.0,2.0,11,33,8,0,0
BEL,1,1912,36,0.0277777777777777,28.0,176.0,71.0,8.0,1.0,9,23,6,0,0
BEL,1,1920,336,0.0297619047619047,28.0,176.0,71.0,6.0,2.0,23,121,42,1,0
BEL,1,1924,172,0.0348837209302325,29.0,176.0,71.0,42.0,16.0,17,82,13,1,2
BEL,1,1928,187,0.0641711229946524,27.0,176.0,71.0,13.0,3.0,15,90,3,0,0
BEL,1,1932,36,0.1944444444444444,26.0,176.0,70.0,3.0,0.0,2,10,1,0,0
BEL,1,1936,150,0.0333333333333333,31.0,175.0,70.0,1.0,0.0,15,72,3,0,0
BEL,1,1948,152,0.131578947368421,29.0,176.0,71.0,3.0,0.0,17,77,7,0,0
BEL,1,1952,135,0.037037037037037,28.0,176.0,71.0,7.0,2.0,16,74,4,0,0
BEL,1,1956,57,0.0701754385964912,26.0,176.0,71.0,4.0,2.0,13,39,2,0,0
BEL,1,1960,101,0.0792079207920792,27.0,174.0,70.0,2.0,0.0,16,64,4,0,0
BEL,1,1964,61,0.0163934426229508,25.0,177.0,74.0,4.0,0.0,13,36,3,0,0
BEL,1,1968,82,0.0609756097560975,24.0,177.0,72.0,3.0,2.0,13,55,2,0,0
BEL,1,1972,88,0.0681818181818181,25.0,176.0,73.0,2.0,0.0,14,51,2,0,0
BEL,1,1976,101,0.2574257425742574,23.0,176.0,69.0,2.0,0.0,16,80,6,0,0
BEL,1,1980,59,0.2711864406779661,24.0,176.0,69.0,6.0,0.0,10,51,1,0,0
BEL,1,1984,63,0.2539682539682539,25.0,177.0,72.0,1.0,1.0,14,48,4,0,0
BEL,1,1988,59,0.4067796610169492,25.0,175.0,70.0,4.0,1.0,16,65,2,0,0
BEL,1,1992,68,0.3676470588235294,25.0,178.0,71.0,2.0,0.0,18,70,3,0,0
BEL,1,1996,61,0.3278688524590163,28.0,179.0,72.0,3.0,0.0,14,55,6,0,0
BEL,1,2000,68,0.4705882352941176,26.0,176.0,68.0,6.0,2.0,16,64,5,0,0
BEL,1,2004,50,0.38,29.0,176.0,67.0,5.0,0.0,14,41,3,0,0
BEL,1,2008,94,0.1808510638297872,25.0,179.0,71.0,3.0,1.0,16,55,2,0,0
BEL,1,2012,111,0.3783783783783784,28.0,178.0,71.0,2.0,1.0,16,71,3,0,0
BEL,1,2016,104,0.3269230769230769,26.0,177.0,68.0,3.0,0.0,19,74,6,0,0
DJI,1,1984,3,0.0,26.0,176.0,59.0,0.0,0.0,1,1,0,0,0
DJI,1,1988,6,0.0,25.0,171.0,54.0,0.0,0.0,2,5,1,0,0
DJI,1,1992,8,0.0,26.0,175.0,62.0,1.0,0.0,3,7,0,0,0
DJI,1,1996,5,0.0,33.0,175.0,63.0,0.0,0.0,2,4,0,0,0
DJI,1,2000,2,0.5,25.0,164.0,55.0,0.0,0.0,1,2,0,0,0
DJI,1,2008,2,0.5,20.0,175.0,70.0,0.0,0.0,1,2,0,0,0
DJI,1,2012,4,0.5,20.0,175.0,66.0,0.0,0.0,3,4,0,0,0
DJI,1,2016,7,0.1428571428571428,22.0,176.0,62.0,0.0,0.0,3,7,0,0,0
PLE,1,1996,1,0.0,33.0,180.0,76.0,0.0,0.0,1,1,0,0,0
PLE,1,2000,2,0.5,23.0,170.0,64.0,0.0,0.0,2,2,0,0,0
PLE,1,2004,3,0.3333333333333333,21.0,168.0,62.0,0.0,0.0,2,3,0,0,0
PLE,1,2008,4,0.5,21.0,166.0,62.0,0.0,0.0,2,4,0,0,0
PLE,1,2012,5,0.4,22.0,172.0,63.0,0.0,0.0,3,5,0,0,0
PLE,1,2016,6,0.3333333333333333,29.0,173.0,67.0,0.0,0.0,4,6,0,0,0
COM,1,1996,4,0.25,21.0,178.0,65.0,0.0,0.0,1,4,0,0,0
COM,1,2000,2,0.5,20.0,173.0,60.0,0.0,0.0,1,2,0,0,0
COM,1,2004,3,0.3333333333333333,28.0,176.0,67.0,0.0,0.0,2,3,0,0,0
COM,1,2008,3,0.3333333333333333,22.0,170.0,64.0,0.0,0.0,2,3,0,0,0
COM,1,2012,3,0.6666666666666666,22.0,166.0,54.0,0.0,0.0,2,3,0,0,0
COM,1,2016,4,0.5,22.0,169.0,61.0,0.0,0.0,2,4,0,0,0
KAZ,1,1996,96,0.25,25.0,176.0,73.0,0.0,0.0,14,99,11,0,0
KAZ,1,2000,130,0.3384615384615385,27.0,177.0,72.0,11.0,3.0,17,104,7,0,0
KAZ,1,2004,114,0.3771929824561403,27.0,177.0,72.0,7.0,3.0,17,95,8,0,0
KAZ,1,2008,130,0.5384615384615384,26.0,177.0,73.0,8.0,1.0,19,106,13,0,0
KAZ,1,2012,113,0.3539823008849557,26.0,177.0,74.0,13.0,2.0,19,106,13,0,0
KAZ,1,2016,101,0.4554455445544554,26.0,175.0,73.0,13.0,7.0,19,98,18,1,2
BRU,1,1996,1,0.0,23.0,172.0,90.0,0.0,0.0,1,1,0,0,0
BRU,1,2000,2,0.0,27.0,174.0,80.0,0.0,0.0,2,2,0,0,0
BRU,1,2004,1,0.0,22.0,173.0,65.0,0.0,0.0,1,1,0,0,0
BRU,1,2012,3,0.3333333333333333,19.0,168.0,59.0,0.0,0.0,2,3,0,0,0
BRU,1,2016,3,0.3333333333333333,23.0,158.0,58.0,0.0,0.0,2,3,0,0,0
IND,1,1900,1,0.0,24.0,175.0,70.0,0.0,0.0,1,5,2,0,0
IND,1,1920,5,0.0,24.0,175.0,70.0,0.0,0.0,2,6,0,0,0
IND,1,1924,13,0.0769230769230769,28.0,175.0,70.0,0.0,0.0,2,13,0,0,0
IND,1,1928,21,0.0,25.0,176.0,70.0,0.0,0.0,2,10,1,0,0
IND,1,1932,19,0.0,24.0,175.0,70.0,1.0,1.0,3,8,1,0,0
IND,1,1936,27,0.0,26.0,175.0,70.0,1.0,1.0,4,12,1,0,0
IND,1,1948,79,0.0,25.0,175.0,71.0,1.0,1.0,10,39,1,0,0
IND,1,1952,64,0.0625,27.0,175.0,70.0,1.0,1.0,11,42,2,0,0
IND,1,1956,59,0.0169491525423728,26.0,175.0,70.0,2.0,1.0,8,32,1,0,0
IND,1,1960,45,0.0,27.0,174.0,66.0,1.0,1.0,6,20,1,0,0
IND,1,1964,53,0.0188679245283018,26.0,173.0,69.0,1.0,0.0,8,42,1,0,0
IND,1,1968,25,0.0,27.0,173.0,71.0,1.0,1.0,5,11,1,0,0
IND,1,1972,41,0.024390243902439,26.0,175.0,71.0,1.0,0.0,7,27,1,0,0
IND,1,1976,26,0.0,27.0,172.0,66.0,1.0,0.0,5,10,0,0,0
IND,1,1980,72,0.2222222222222222,26.0,171.0,68.0,0.0,0.0,8,30,1,0,0
IND,1,1984,48,0.125,25.0,170.0,65.0,1.0,1.0,7,30,0,0,0
IND,1,1988,46,0.1521739130434782,25.0,170.0,63.0,0.0,0.0,11,27,0,0,0
IND,1,1992,52,0.1153846153846153,25.0,175.0,67.0,0.0,0.0,12,36,0,0,0
IND,1,1996,49,0.1836734693877551,25.0,174.0,69.0,0.0,0.0,13,31,1,0,0
IND,1,2000,65,0.3230769230769231,26.0,174.0,69.0,1.0,0.0,13,38,1,0,0
IND,1,2004,73,0.3424657534246575,25.0,170.0,69.0,1.0,0.0,14,43,1,0,0
IND,1,2008,53,0.4150943396226415,26.0,174.0,73.0,1.0,0.0,12,48,3,0,0
IND,1,2012,81,0.2839506172839506,26.0,175.0,73.0,3.0,1.0,13,55,6,0,0
IND,1,2016,112,0.4553571428571428,27.0,171.0,67.0,6.0,0.0,15,67,2,0,0
KSA,1,1972,10,0.0,24.0,173.0,68.0,0.0,0.0,1,11,0,0,0
KSA,1,1976,14,0.0,23.0,176.0,72.0,0.0,0.0,1,13,0,0,0
KSA,1,1984,37,0.0,23.0,174.0,69.0,0.0,0.0,5,11,0,0,0
KSA,1,1988,9,0.0,24.0,165.0,64.0,0.0,0.0,3,12,0,0,0
KSA,1,1992,9,0.0,24.0,172.0,75.0,0.0,0.0,5,13,0,0,0
KSA,1,1996,29,0.0,23.0,177.0,70.0,0.0,0.0,5,13,0,0,0
KSA,1,2000,18,0.0,24.0,177.0,71.0,0.0,0.0,5,14,2,0,0
KSA,1,2004,16,0.0,27.0,174.0,71.0,2.0,0.0,6,12,0,0,0
KSA,1,2008,14,0.0,28.0,175.0,70.0,0.0,0.0,4,11,0,0,0
KSA,1,2012,18,0.1111111111111111,31.0,173.0,68.0,0.0,0.0,5,14,1,0,0
KSA,1,2016,10,0.3,27.0,171.0,66.0,1.0,0.0,5,10,0,0,0
SYR,1,1948,1,0.0,24.0,175.0,70.0,0.0,0.0,1,1,0,0,0
SYR,1,1968,2,0.0,25.0,175.0,70.0,0.0,0.0,1,2,0,0,0
SYR,1,1972,5,0.2,31.0,167.0,60.0,0.0,0.0,3,4,0,0,0
SYR,1,1980,67,0.0298507462686567,25.0,175.0,72.0,0.0,0.0,7,55,0,0,0
SYR,1,1984,9,0.0,25.0,172.0,77.0,0.0,0.0,5,9,1,0,0
SYR,1,1988,13,0.0,23.0,171.0,74.0,1.0,0.0,4,13,0,0,0
SYR,1,1992,8,0.125,24.0,175.0,67.0,0.0,0.0,4,9,0,0,0
SYR,1,1996,7,0.1428571428571428,24.0,171.0,66.0,0.0,0.0,5,8,1,0,0
SYR,1,2000,8,0.25,26.0,179.0,72.0,1.0,1.0,4,7,0,0,0
SYR,1,2004,6,0.1666666666666666,28.0,177.0,84.0,0.0,0.0,5,6,1,0,0
SYR,1,2008,7,0.1428571428571428,25.0,177.0,77.0,1.0,0.0,5,7,0,0,0
SYR,1,2012,10,0.4,25.0,178.0,75.0,0.0,0.0,7,10,0,0,0
SYR,1,2016,7,0.4285714285714285,25.0,184.0,83.0,0.0,0.0,5,7,0,0,0
MDV,1,1988,7,0.0,20.0,164.0,55.0,0.0,0.0,1,5,0,0,0
MDV,1,1992,7,0.1428571428571428,23.0,169.0,65.0,0.0,0.0,2,8,0,0,0
MDV,1,1996,6,0.1666666666666666,23.0,164.0,59.0,0.0,0.0,2,6,0,0,0
MDV,1,2000,4,0.5,19.0,161.0,48.0,0.0,0.0,2,4,0,0,0
MDV,1,2004,4,0.5,21.0,165.0,55.0,0.0,0.0,2,4,0,0,0
MDV,1,2008,4,0.5,21.0,176.0,59.0,0.0,0.0,2,4,0,0,0
MDV,1,2012,5,0.4,20.0,165.0,55.0,0.0,0.0,3,5,0,0,0
MDV,1,2016,4,0.5,22.0,162.0,57.0,0.0,0.0,2,4,0,0,0
ETH,1,1956,12,0.0,23.0,173.0,67.0,0.0,0.0,2,10,0,0,0
ETH,1,1960,10,0.0,27.0,173.0,64.0,0.0,0.0,2,8,1,0,0
ETH,1,1964,12,0.0,25.0,171.0,61.0,1.0,1.0,3,11,1,0,0
ETH,1,1968,18,0.0,27.0,174.0,61.0,1.0,1.0,3,13,2,0,0
ETH,1,1972,31,0.0,27.0,175.0,61.0,2.0,1.0,3,20,2,0,0
ETH,1,1980,41,0.048780487804878,26.0,173.0,60.0,0.0,0.0,3,26,4,0,0
ETH,1,1992,20,0.3,23.0,168.0,58.0,0.0,0.0,2,11,3,0,0
ETH,1,1996,18,0.4444444444444444,23.0,167.0,54.0,3.0,1.0,2,10,3,0,0
ETH,1,2000,26,0.4230769230769231,23.0,168.0,54.0,3.0,2.0,2,11,8,0,0
ETH,1,2004,26,0.4615384615384615,23.0,167.0,53.0,8.0,4.0,2,12,7,0,0
ETH,1,2008,27,0.4814814814814814,24.0,167.0,52.0,7.0,2.0,1,10,7,0,0
ETH,1,2012,33,0.4545454545454545,24.0,171.0,56.0,7.0,4.0,2,14,7,0,0
ETH,1,2016,37,0.5405405405405406,24.0,171.0,57.0,7.0,3.0,3,16,8,0,0
UAE,1,1984,7,0.0,24.0,173.0,66.0,0.0,0.0,1,8,0,0,0
UAE,1,1988,12,0.0,22.0,172.0,64.0,0.0,0.0,2,15,0,0,0
UAE,1,1992,13,0.0,23.0,173.0,64.0,0.0,0.0,3,19,0,0,0
UAE,1,1996,4,0.0,24.0,177.0,73.0,0.0,0.0,4,4,0,0,0
UAE,1,2000,4,0.0,28.0,176.0,73.0,0.0,0.0,3,5,0,0,0
UAE,1,2004,4,0.0,30.0,177.0,71.0,0.0,0.0,3,5,1,0,0
UAE,1,2008,8,0.25,28.0,173.0,69.0,1.0,1.0,7,9,0,0,0
UAE,1,2012,26,0.0769230769230769,24.0,175.0,71.0,0.0,0.0,6,9,0,0,0
UAE,1,2016,12,0.25,28.0,172.0,73.0,0.0,0.0,6,11,1,0,0
